Ýrsaliye Tarihi,Ýrsaliye No,Resmi Belge No,Satýþ Tipi,Müþteri Ünvaný,Nakliyeci Ünvan,Plaka,Miktar, Nakliye Yerel Tutar , Nakliye Yerel Tutar Toplam , Nakliye Firma Tutar , Nakliye Firma Tutar Toplam ,Þehir
06/01/2023,161,80218,Yurt Dýþý,STIL ZELEZO DOOEL ,STIL ZELEZO DOOEL ,AB 161 HS,"24,520", -   , -   , -   , -   ,TETOVE
06/01/2023,162,80219,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA053 GY,"32,740", -   , -   , -   , -   ,FUSHE KRUJE
06/01/2023,163,80220,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB 024 HE,"31,960", -   , -   , -   , -   ,ELBASAN
06/01/2023,164,80221,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),01 935 PD,"28,160", -   , -   , -   , -   ,PRISHTINE
06/01/2023,165,80222,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 ER,"29,560", -   , -   , -   , -   ,FUSHE KRUJE
06/01/2023,166,80223,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB 035 GB,"31,440", -   , -   , -   , -   ,ELBASAN
06/01/2023,167,80224,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AA 497 FX,"29,800", -   , -   , -   , -   ,ELBASAN
06/01/2023,168,80225,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),05 140 EO,"27,440", -   , -   , -   , -   ,PRISHTINE
06/01/2023,169,80226,Yurt Ýçi,FUSHA SHPK,AIVI 2020 (KLEVIS DAKA),AA 217 AE,"36,940", 941.00 ," 34,760.54 ", 8.11 , 299.43 ,VLORE
06/01/2023,170,80227,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),05 921 FK,"26,360", -   , -   , -   , -   ,PRISHTINE
06/01/2023,171,80228,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),05 804 CI,"26,380", -   , -   , -   , -   ,PRISHTINE
06/01/2023,172,80229,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AA 401DL,"33,160", -   , -   , -   , -   ,ELBASAN
06/01/2023,173,80230,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),01 255 OM,"24,120", -   , -   , -   , -   ,PRISHTINE
06/01/2023,174,80231,Yurt Ýçi,GJIKURIA SHPK,GJIKURIA SHPK,FR 4791 D,"28,060", -   , -   , -   , -   ,ELBASAN
07/01/2023,175,80232,Yurt Dýþý,METAL MIX SHPK ,METAL MIX SHPK ,01 327 OD,"27,040", -   , -   , -   , -   ,LIPJAN
07/01/2023,176,80233,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 HH,"33,600", -   , -   , -   , -   ,FUSHE KRUJE
07/01/2023,177,80235,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 761 CL,"30,460", -   , -   , -   , -   ,FUSHE KRUJE
07/01/2023,178,80236,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 ER,"28,100", -   , -   , -   , -   ,FUSHE KRUJE
07/01/2023,179,80237,Yurt Dýþý,EURO ABI (KOSOVA),EURO ABI (KOSOVA),06385 FN,"27,300", -   , -   , -   , -   ,VITI
07/01/2023,180,80239,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 139 FI,"26,200", -   , -   , -   , -   ,FERIZAJ
07/01/2023,181,80240,Yurt Dýþý,UNITRADE SHPK (KOSOVA),UNITRADE SHPK (KOSOVA),06 246 EO,"26,420", -   , -   , -   , -   ,VITI
07/01/2023,182,80241,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 138 FI,"26,380", -   , -   , -   , -   ,FERIZAJ
07/01/2023,183,80242,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA 053 GY,"31,640", -   , -   , -   , -   ,FUSHE KRUJE
07/01/2023,184,80243,Yurt Dýþý,ODS METAL SHPK,ODS METAL SHPK,04 869 II,"28,460", -   , -   , -   , -   ,RAHOVEC
07/01/2023,185,80244,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 934 FS,"25,060", -   , -   , -   , -   ,FERIZAJ
07/01/2023,186,80245,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 741 BA,"33,480", -   , -   , -   , -   ,FUSHE KRUJE
07/01/2023,187,80246,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 162 EN,"25,880", -   , -   , -   , -   ,FERIZAJ
07/01/2023,188,80247,Yurt Dýþý,EURO ABI (KOSOVA),EURO ABI (KOSOVA),06 925 ED,"26,100", -   , -   , -   , -   ,VITI
07/01/2023,189,80248,Yurt Dýþý,EURO ABI (KOSOVA),EURO ABI (KOSOVA),06 353 EP,"24,920", -   , -   , -   , -   ,VITI
07/01/2023,190,80249,Yurt Dýþý,ODS METAL SHPK,ODS METAL SHPK,04 671 IH,"28,320", -   , -   , -   , -   ,RAHOVEC
07/01/2023,191,80250,Yurt Dýþý,NTP METAL TRADE,NTP METAL TRADE,06 697 FI,"27,000", -   , -   , -   , -   ,VITI
07/01/2023,192,80251,Yurt Dýþý,EURO ABI (KOSOVA),EURO ABI (KOSOVA),06 712 DT,"27,420", -   , -   , -   , -   ,VITI
07/01/2023,193,80252,Yurt Dýþý,EURO ABI (KOSOVA),EURO ABI (KOSOVA),06 156 EL,"27,920", -   , -   , -   , -   ,VITI
07/01/2023,194,80253,Yurt Ýçi,G.P.G COMPANY SHPK ,G.P.G COMPANY SHPK ,AB 974 CM,"26,680", -   , -   , -   , -   ,TIRANE
07/01/2023,195,80254,Yurt Dýþý,UNITRADE SHPK (KOSOVA),UNITRADE SHPK (KOSOVA),02 538 ET,"24,460", -   , -   , -   , -   ,VITI
07/01/2023,196,80256,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,SK 9249 AK,"22,200", -   , -   , -   , -   ,SHKUP
07/01/2023,197,80257,Yurt Dýþý,STIL ZELEZO DOOEL ,STIL ZELEZO DOOEL ,AA 853 SI,"26,460", -   , -   , -   , -   ,TETOVE
07/01/2023,198,80258,Yurt Dýþý,EURO ABI (KOSOVA),EURO ABI (KOSOVA),06 131 FN,"27,480", -   , -   , -   , -   ,VITI
07/01/2023,199,80259,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,SK 0731 BC,"21,580", -   , -   , -   , -   ,SHKUP
07/01/2023,200,80260,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AA 401 DL,"31,220", -   , -   , -   , -   ,ELBASAN
07/01/2023,201,80261,Yurt Dýþý,METAL MIX SHPK ,METAL MIX SHPK ,01 295 PS,"20,580", -   , -   , -   , -   ,LIPJAN
07/01/2023,202,80262,Yurt Dýþý,METAL MIX SHPK ,METAL MIX SHPK ,01 189 JP,"24,920", -   , -   , -   , -   ,LIPJAN
07/01/2023,203,80263,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB451CU,"42,780", -   , -   , -   , -   ,FUSHE KRUJE
07/01/2023,204,80264,Yurt Ýçi,KONTAKT SHPK,KONTAKT SHPK,AB 524 HJ,"20,520", -   , -   , -   , -   ,TIRANE
07/01/2023,205,80265,Yurt Dýþý,RRONI FER SHPK (KOSOVA),RRONI FER SHPK (KOSOVA),04 539 IH,"26,100", -   , -   , -   , -   ,GJAKOVE
07/01/2023,206,80266,Yurt Dýþý,EURO ABI (KOSOVA),EURO ABI (KOSOVA),04 345 JF,"27,020", -   , -   , -   , -   ,VITI
07/01/2023,207,80269,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 999 UU,"32,760", -   , -   , -   , -   ,FUSHE KRUJE
07/01/2023,208,80270,Yurt Ýçi,VELLEZERIT HYSA SHPK,VELLEZERIT HYSA SHPK,AA 514 VG,"31,720", -   , -   , -   , -   ,ELBASAN
07/01/2023,209,80272,Yurt Dýþý,RRONI FER SHPK (KOSOVA),RRONI FER SHPK (KOSOVA),04 950 CB,"25,340", -   , -   , -   , -   ,GJAKOVE
07/01/2023,210,80273,Yurt Dýþý,EURO STEEL-MN,EURO STEEL-MN,06 152 FI,"26,000", -   , -   , -   , -   ,LIPJAN
07/01/2023,211,80275,Yurt Dýþý,EURO STEEL-MN,EURO STEEL-MN,05 340 GG,"25,500", -   , -   , -   , -   ,LIPJAN
07/01/2023,212,80276,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB 024 HE,"31,040", -   , -   , -   , -   ,ELBASAN
07/01/2023,213,80277,Yurt Ýçi,ANCHOR INVESTMENT SHPK,ANCHOR INVESTMENT SHPK,AB 752 FF,"23,160", -   , -   , -   , -   ,TIRANE
07/01/2023,214,80279,Yurt Dýþý,EURO STEEL-MN,EURO STEEL-MN,05 809 FK,"25,980", -   , -   , -   , -   ,LIPJAN
07/01/2023,215,80280,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA 264 ED,"33,140", -   , -   , -   , -   ,FUSHE KRUJE
07/01/2023,216,80281,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 833 GL,"33,180", -   , -   , -   , -   ,FUSHE KRUJE
07/01/2023,217,80282,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA 395 GA,"31,160", -   , -   , -   , -   ,FUSHE KRUJE
07/01/2023,218,80283,Yurt Dýþý,EURO STEEL-MN,EURO STEEL-MN,05 927 FL,"25,800", -   , -   , -   , -   ,LIPJAN
07/01/2023,219,80284,Yurt Ýçi,ERMIR SHPK (H.DEDA),ERMIR SHPK (H.DEDA),AA 286 RM,"34,060", -   , -   , -   , -   ,ELBASAN
07/01/2023,220,80285,Yurt Ýçi,ERMIR SHPK (H.DEDA),ERMIR SHPK (H.DEDA),AB 132 GT,"31,980", -   , -   , -   , -   ,ELBASAN
07/01/2023,221,80286,Yurt Ýçi,ERMIR SHPK (H.DEDA),ERMIR SHPK (H.DEDA),AA 731 EN,"33,140", -   , -   , -   , -   ,ELBASAN
07/01/2023,222,80287,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA 962 SI,"32,620", -   , -   , -   , -   ,FUSHE KRUJE
07/01/2023,223,80288,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,AB 543 FY,"23,140", -   , -   , -   , -   ,SHKUP
07/01/2023,224,80289,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 ER,"32,480", -   , -   , -   , -   ,FUSHE KRUJE
07/01/2023,225,80290,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 HH,"33,540", -   , -   , -   , -   ,FUSHE KRUJE
07/01/2023,226,80291,Yurt Dýþý,STIL ZELEZO DOOEL ,STIL ZELEZO DOOEL ,AA 724 NK,"26,820", -   , -   , -   , -   ,TETOVE
07/01/2023,227,80292,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,AB 057 GE,"24,020", -   , -   , -   , -   ,SHKUP
07/01/2023,228,80293,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 761 CL,"31,520", -   , -   , -   , -   ,FUSHE KRUJE
07/01/2023,229,80294,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA 884 RI,"38,100", -   , -   , -   , -   ,FUSHE KRUJE
07/01/2023,230,80295,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 741 BA,"24,080", -   , -   , -   , -   ,FUSHE KRUJE
07/01/2023,231,80296,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,AA 522 YD,"22,400", -   , -   , -   , -   ,SHKUP
09/01/2023,232,80298,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB035GB,"32,820", -   , -   , -   , -   ,ELBASAN
09/01/2023,233,80299,Yurt Ýçi,G.P.G COMPANY SHPK ,G.P.G COMPANY SHPK ,AB548AR,"7,320", -   , -   , -   , -   ,TIRANE
09/01/2023,234,80300,Yurt Dýþý,EURO ABI (KOSOVA),EURO ABI (KOSOVA),06712DT,"26,940", -   , -   , -   , -   ,VITI
09/01/2023,235,80302,Yurt Dýþý,EURO ABI (KOSOVA),EURO ABI (KOSOVA),06385FN,"26,780", -   , -   , -   , -   ,VITI
09/01/2023,236,80303,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),01121OJ,"26,080", -   , -   , -   , -   ,PRISHTINE
09/01/2023,238,80305,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB761CL,"31,700", -   , -   , -   , -   ,FUSHE KRUJE
09/01/2023,239,80306,Yurt Dýþý,EURO ABI (KOSOVA),EURO ABI (KOSOVA),06935EM,"27,060", -   , -   , -   , -   ,VITI
09/01/2023,240,80307,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB009ER,"35,120", -   , -   , -   , -   ,FUSHE KRUJE
09/01/2023,241,80308,Yurt Dýþý,ODS METAL SHPK,ODS METAL SHPK,04869II,"28,060", -   , -   , -   , -   ,RAHOVEC
09/01/2023,242,80309,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),01 935 PD,"27,260", -   , -   , -   , -   ,PRISHTINE
09/01/2023,243,80310,Yurt Ýçi,KONTAKT SHPK,KONTAKT SHPK,AB 524 HJ,"20,380", -   , -   , -   , -   ,TIRANE
09/01/2023,244,80311,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB 451 CU,"33,200", -   , -   , -   , -   ,ELBASAN
09/01/2023,245,80315,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,OH 8161 AB,"25,840", -   , -   , -   , -   ,SHKUP
09/01/2023,246,80317,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA 884 RI,"37,800", -   , -   , -   , -   ,FUSHE KRUJE
09/01/2023,247,80318,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,OH 7656 AD,"24,560", -   , -   , -   , -   ,SHKUP
09/01/2023,248,80304,Yurt Dýþý,STIL ZELEZO DOOEL ,STIL ZELEZO DOOEL ,AA 853 SI,"24,760", -   , -   , -   , -   ,TETOVE
09/01/2023,249,80320,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,AA 416 XZ,"21,380", -   , -   , -   , -   ,SHKUP
09/01/2023,250,0080313/080321,Yurt Ýçi,DRITAN SULAJ,MUSTERI,AB 302 KU,"35,560", 745.00 ," 26,492.20 ", 6.34 , 225.54 ,LUSHNJE
09/01/2023,251,80323,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA 264 ED,"31,580", -   , -   , -   , -   ,FUSHE KRUJE
09/01/2023,252,80324,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA 905 DX,"34,480", -   , -   , -   , -   ,FUSHE KRUJE
09/01/2023,253,80325,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 136 FI,"25,700", -   , -   , -   , -   ,FERIZAJ
09/01/2023,254,80326,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 GL,"33,520", -   , -   , -   , -   ,FUSHE KRUJE
09/01/2023,255,0080322/0080327,Yurt Dýþý,DI GIPS  BULGARIA LTD,DI GIPS  BULGARIA LTD,E 4272 KC,"23,720", -   , -   , -   , -   ,SOFIA
09/01/2023,256,80328,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AA 401 DL,"31,000", -   , -   , -   , -   ,ELBASAN
09/01/2023,257,80329,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB 124 GB,"32,720", -   , -   , -   , -   ,ELBASAN
09/01/2023,258,80330,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 737 EA,"38,460", -   , -   , -   , -   ,FUSHE KRUJE
09/01/2023,259,80331,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 936 FS,"25,780", -   , -   , -   , -   ,FERIZAJ
09/01/2023,260,80332,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 999 UU,"32,680", -   , -   , -   , -   ,FUSHE KRUJE
09/01/2023,261,80334,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA 244 YE,"31,640", -   , -   , -   , -   ,FUSHE KRUJE
09/01/2023,262,80335,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 941 FS,"27,860", -   , -   , -   , -   ,FERIZAJ
09/01/2023,263,80337,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB 035 GB,"32,060", -   , -   , -   , -   ,ELBASAN
09/01/2023,264,80338,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),AB 946 AC,"27,020", -   , -   , -   , -   ,PRISHTINE
09/01/2023,265,80339,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 134 FI,"24,720", -   , -   , -   , -   ,FERIZAJ
09/01/2023,266,80340,Yurt Dýþý,STIL ZELEZO DOOEL ,STIL ZELEZO DOOEL ,AA 611 MY,"26,000", -   , -   , -   , -   ,TETOVE
09/01/2023,267,80341,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 761 CL,"31,600", -   , -   , -   , -   ,FUSHE KRUJE
09/01/2023,268,80343,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 132 FI,"25,840", -   , -   , -   , -   ,FERIZAJ
09/01/2023,269,80344,Yurt Dýþý,STIL ZELEZO DOOEL ,STIL ZELEZO DOOEL ,AA 856 ZR,"25,120", -   , -   , -   , -   ,TETOVE
09/01/2023,270,80346,Yurt Dýþý,DI GIPS  BULGARIA LTD,DI GIPS  BULGARIA LTD,AA 974 NK,"23,620", -   , -   , -   , -   ,SOFIA
09/01/2023,271,80347,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AA 283 DL,"33,840", -   , -   , -   , -   ,ELBASAN
09/01/2023,272,80348,Yurt Dýþý,STIL ZELEZO DOOEL ,STIL ZELEZO DOOEL ,AB 427 CR,"25,000", -   , -   , -   , -   ,TETOVE
09/01/2023,273,80349,Yurt Ýçi,ERMIR SHPK (H.DEDA),ERMIR SHPK (H.DEDA),AA 731 EN,"36,020", -   , -   , -   , -   ,ELBASAN
09/01/2023,274,80350,Yurt Ýçi,KONTAKT SHPK,KONTAKT SHPK,AB 524 HJ,"20,140", -   , -   , -   , -   ,TIRANE
09/01/2023,275,80351,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB 124 GB,"31,560", -   , -   , -   , -   ,ELBASAN
09/01/2023,276,80352,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA 264ED,"31,180", -   , -   , -   , -   ,FUSHE KRUJE
09/01/2023,277,80355,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 ER,"32,520", -   , -   , -   , -   ,FUSHE KRUJE
09/01/2023,278,80356,Yurt Ýçi,ERMIR SHPK (H.DEDA),ERMIR SHPK (H.DEDA),AB 132 GT,"36,060", -   , -   , -   , -   ,ELBASAN
09/01/2023,279,80358,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,AB 035 FF,"25,720", -   , -   , -   , -   ,SHKUP
09/01/2023,280,80359,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AA 497 FX,"35,920", -   , -   , -   , -   ,ELBASAN
09/01/2023,281,80361,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,AA 281 DL,"23,500", -   , -   , -   , -   ,SHKUP
09/01/2023,282,80362,Yurt Ýçi,USLUGA SH.P.K,AIVI 2020 (KLEVIS DAKA),AA 217 AE,"35,660", 900.00 ," 32,094.00 ", 7.66 , 273.23 ,TIRANE
09/01/2023,283,80363,Yurt Dýþý,EURO ABI (KOSOVA),EURO ABI (KOSOVA),06 131 FN,"27,060", -   , -   , -   , -   ,VITI
09/01/2023,284,80364,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 VV,"34,800", -   , -   , -   , -   ,FUSHE KRUJE
09/01/2023,285,80365,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,SK 0798 BG,"26,540", -   , -   , -   , -   ,SHKUP
09/01/2023,286,80366,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,SK 7714 AM,"23,140", -   , -   , -   , -   ,SHKUP
09/01/2023,287,80367,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,AB 211 GB,"25,080", -   , -   , -   , -   ,SHKUP
09/01/2023,288,80369,Yurt Dýþý,METAL MIX SHPK ,METAL MIX SHPK ,01 753 SR,"23,040", -   , -   , -   , -   ,LIPJAN
09/01/2023,289,80370,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA 395 GA,"31,680", -   , -   , -   , -   ,FUSHE KRUJE
09/01/2023,290,80371,Yurt Dýþý,METAL MIX SHPK ,METAL MIX SHPK ,01 207 MF,"27,180", -   , -   , -   , -   ,LIPJAN
09/01/2023,291,80372,Yurt Ýçi,GJIKURIA SHPK,GJIKURIA SHPK,AA 409 RH,"24,040", -   , -   , -   , -   ,ELBASAN
09/01/2023,292,80373,Yurt Dýþý,EURO ABI (KOSOVA),EURO ABI (KOSOVA),06 156 EL,"26,960", -   , -   , -   , -   ,VITI
09/01/2023,293,80374,Yurt Dýþý,METAL MIX SHPK ,METAL MIX SHPK ,01 154 OL,"26,180", -   , -   , -   , -   ,LIPJAN
09/01/2023,294,80375,Yurt Dýþý,EURO ABI (KOSOVA),EURO ABI (KOSOVA),06 353 EP,"24,580", -   , -   , -   , -   ,VITI
09/01/2023,295,80376,Yurt Dýþý,METAL MIX SHPK ,METAL MIX SHPK ,01 327 OD,"26,760", -   , -   , -   , -   ,LIPJAN
09/01/2023,296,80377,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA 053 GY,"34,000", -   , -   , -   , -   ,FUSHE KRUJE
09/01/2023,297,80378,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB 124 GB,"31,900", -   , -   , -   , -   ,ELBASAN
09/01/2023,298,80379,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA 244 YE,"30,740", -   , -   , -   , -   ,FUSHE KRUJE
09/01/2023,299,80380,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 138 FI,"25,700", -   , -   , -   , -   ,FERIZAJ
10/01/2023,300,80381,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 ER,"33,640", -   , -   , -   , -   ,FUSHE KRUJE
10/01/2023,301,80383,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB 124 GB,"31,500", -   , -   , -   , -   ,ELBASAN
10/01/2023,302,80384,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 741 BA,"30,880", -   , -   , -   , -   ,FUSHE KRUJE
09/01/2023,303,508/2023,Yurt Ýçi,CCALB SHPK (KIREC),CCALB SHPK (KIREC),,"4,500", -   , -   , -   , -   ,ELBASAN
10/01/2023,304,80385,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AA 401 DL,"33,880", -   , -   , -   , -   ,ELBASAN
10/01/2023,305,80387,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB 035 GB,"32,380", -   , -   , -   , -   ,ELBASAN
10/01/2023,306,80388,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AA 497 FX,"32,580", -   , -   , -   , -   ,ELBASAN
10/01/2023,307,80389,Yurt Dýþý,EURO ABI (KOSOVA),EURO ABI (KOSOVA),06 697 FI,"26,840", -   , -   , -   , -   ,VITI
10/01/2023,308,80391,Yurt Dýþý,EURO ABI (KOSOVA),EURO ABI (KOSOVA),06 925 ED,"27,400", -   , -   , -   , -   ,VITI
10/01/2023,309,80394,Yurt Dýþý,PROMET STEEL HOLDING DOOEL (Makedonya),PROMET STEEL HOLDING DOOEL (Makedonya),SK 0213 AV,"20,880", -   , -   , -   , -   ,SHKUP
10/01/2023,310,80395,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AA 474 UJ,"32,600", -   , -   , -   , -   ,ELBASAN
10/01/2023,311,80396,Yurt Dýþý,UNITRADE SHPK (KOSOVA),UNITRADE SHPK (KOSOVA),06 246 EO,"27,680", -   , -   , -   , -   ,VITI
10/01/2023,312,80397,Yurt Dýþý,BRODOMETALURGIJA DOO,BRODOMETALURGIJA DOO,DG AM 433,"24,900", -   , -   , -   , -   ,SPLIT
10/01/2023,313,80398,Yurt Ýçi,DRITAN SULAJ,MUSTERI,AB 302 KU,"34,120", 745.00 ," 25,419.40 ", 6.35 , 216.67 ,LUSHNJE
10/01/2023,314,80399,Yurt Dýþý,BRODOMETALURGIJA DOO,BRODOMETALURGIJA DOO,DG AM 979,"25,160", -   , -   , -   , -   ,SPLIT
10/01/2023,315,80400,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),01 121 OJ,"27,640", -   , -   , -   , -   ,PRISHTINE
10/01/2023,316,80401,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB 024 HE,"31,100", -   , -   , -   , -   ,ELBASAN
10/01/2023,317,80402,Yurt Dýþý,BRODOMETALURGIJA DOO,BRODOMETALURGIJA DOO,DG AS289,"24,560", -   , -   , -   , -   ,SPLIT
10/01/2023,318,80403,Yurt Ýçi,ERMIR SHPK (H.DEDA),ERMIR SHPK (H.DEDA),AB 132 GT,"30,580", -   , -   , -   , -   ,ELBASAN
10/01/2023,319,80405,Yurt Dýþý,PROMET STEEL HOLDING DOOEL (Makedonya),PROMET STEEL HOLDING DOOEL (Makedonya),SK 0452 AR,"21,600", -   , -   , -   , -   ,SHKUP
