Ýrsaliye No,Resmi Belge No,Plaka No,Stok Kodu,Stok Adý,Miktar,Birim,Müþteri Ünvaný,Ýrsaliye Tarihi
"6,021",13736,                                                            ,EM.00.045,20 Hekur Periodik,"11,220",KG,SHIJAKU SHPK (SHSH),25/04/2023
"6,022",13739,                                                            ,DM.00.020,10 Hekur Periodik,"26,280",KG,GLOBAL STEEL SERVICES DOO,25/04/2023
"6,023",13740,                                                            ,DM.00.010,8 Hekur Periodik,"25,620",KG,FOKUS TRADE BALKAN DOOEL,25/04/2023
"6,024",13741,                                                            ,DM.00.020,10 Hekur Periodik,"24,300",KG,EURO ABI (KOSOVA),25/04/2023
"6,025",13742,                                                            ,DM.00.010,8 Hekur Periodik,"21,500",KG,EURO ABI (KOSOVA),25/04/2023
"6,026",13743,                                                            ,DM.00.020,10 Hekur Periodik,"25,940",KG,GLOBAL STEEL SERVICES DOO,25/04/2023
"6,027",13744,                                                            ,DM.00.010,8 Hekur Periodik,"25,380",KG,FOKUS TRADE BALKAN DOOEL,25/04/2023
"6,028",13745,                                                            ,EM.00.035,16 Hekur Periodik,"8,100",KG,SHPK NDERIMI(KOSOVA),25/04/2023
"6,028",13745,                                                            ,EM.00.040,18 Hekur Periodik,"5,700",KG,SHPK NDERIMI(KOSOVA),25/04/2023
"6,028",13745,                                                            ,EM.00.045,20 Hekur Periodik,"11,660",KG,SHPK NDERIMI(KOSOVA),25/04/2023
"6,029",13746,                                                            ,DM.00.020,10 Hekur Periodik,"22,660",KG,EURO ABI (KOSOVA),25/04/2023
"6,030",13747,                                                            ,DM.00.010,8 Hekur Periodik,"6,100",KG,METAL KOMERC LTD DOO (SIRBISTAN),25/04/2023
"6,030",13747,                                                            ,DM.00.020,10 Hekur Periodik,"11,360",KG,METAL KOMERC LTD DOO (SIRBISTAN),25/04/2023
"6,030",13747,                                                            ,DM.00.025,12 Hekur Periodik,"6,300",KG,METAL KOMERC LTD DOO (SIRBISTAN),25/04/2023
"6,030",13747,                                                            ,DM.00.030,14 Hekur Periodik,"2,100",KG,METAL KOMERC LTD DOO (SIRBISTAN),25/04/2023
"6,031",13748,                                                            ,DM.00.030,14 Hekur Periodik,"11,120",KG,METAL MIX SHPK ,25/04/2023
"6,031",13748,                                                            ,EM.00.040,18 Hekur Periodik,"13,500",KG,METAL MIX SHPK ,25/04/2023
"6,032",13749,                                                            ,DM.00.010,8 Hekur Periodik,"4,100",KG,FOKUS TRADE BALKAN DOOEL,25/04/2023
"6,032",13749,                                                            ,DM.00.015,9 Hekur Periodik,"4,000",KG,FOKUS TRADE BALKAN DOOEL,25/04/2023
"6,032",13749,                                                            ,DM.00.025,12 Hekur Periodik,"8,960",KG,FOKUS TRADE BALKAN DOOEL,25/04/2023
"6,032",13749,                                                            ,DM.00.030,14 Hekur Periodik,"2,000",KG,FOKUS TRADE BALKAN DOOEL,25/04/2023
"6,032",13749,                                                            ,DM.00.035,16 Hekur Periodik,"2,100",KG,FOKUS TRADE BALKAN DOOEL,25/04/2023
"6,033",13751,                                                            ,DM.00.020,10 Hekur Periodik,"24,900",KG,EURO ABI (KOSOVA),25/04/2023
"6,034",13752,                                                            ,DM.00.010,8 Hekur Periodik,"4,000",KG,LARTI SHPK (A.ISAI),25/04/2023
"6,034",13752,                                                            ,DM.00.020,10 Hekur Periodik,"4,000",KG,LARTI SHPK (A.ISAI),25/04/2023
"6,034",13752,                                                            ,DM.00.055,25 Hekur Periodik,"4,000",KG,LARTI SHPK (A.ISAI),25/04/2023
"6,034",13752,                                                            ,EM.00.025,12 Hekur Periodik,"5,200",KG,LARTI SHPK (A.ISAI),25/04/2023
"6,034",13752,                                                            ,EM.00.045,20 Hekur Periodik,"14,120",KG,LARTI SHPK (A.ISAI),25/04/2023
"6,035",13754,                                                            ,DM.00.020,10 Hekur Periodik,"25,140",KG,GLOBAL STEEL SERVICES DOO,25/04/2023
"6,036",13755,                                                            ,DM.00.060,28 Hekur Periodik,"25,380",KG,SS ALGA  (MONTENEGRO),25/04/2023
"6,037",13756,                                                            ,DM.00.025,12 Hekur Periodik,"23,200",KG,GLOBAL STEEL SERVICES DOO,25/04/2023
"6,038",13757,                                                            ,DM.00.010,8 Hekur Periodik,"8,200",KG,CONDOR SHPK (KOSOVE),25/04/2023
"6,038",13757,                                                            ,DM.00.015,9 Hekur Periodik,"11,300",KG,CONDOR SHPK (KOSOVE),25/04/2023
"6,038",13757,                                                            ,DM.00.025,12 Hekur Periodik,"8,200",KG,CONDOR SHPK (KOSOVE),25/04/2023
"6,039",13761,                                                            ,DM.00.020,10 Hekur Periodik,"22,620",KG,METAL KOMERC LTD DOO (SIRBISTAN),25/04/2023
"6,040",13762,                                                            ,DM.00.010,8 Hekur Periodik,"4,000",KG,FOKUS TRADE BALKAN DOOEL,25/04/2023
"6,040",13762,                                                            ,DM.00.020,10 Hekur Periodik,"20,340",KG,FOKUS TRADE BALKAN DOOEL,25/04/2023
"6,041",13763,                                                            ,DM.00.025,12 Hekur Periodik,"6,140",KG,PROMET STEEL HOLDING DOOEL (Makedonya),25/04/2023
"6,041",13763,                                                            ,DM.00.030,14 Hekur Periodik,"4,000",KG,PROMET STEEL HOLDING DOOEL (Makedonya),25/04/2023
"6,041",13763,                                                            ,EM.00.045,20 Hekur Periodik,"10,500",KG,PROMET STEEL HOLDING DOOEL (Makedonya),25/04/2023
"6,042",13764,                                                            ,EM.00.025,12 Hekur Periodik,"23,520",KG,DI GIPS  BULGARIA LTD,25/04/2023
"6,043",13765,                                                            ,DM.00.060,28 Hekur Periodik,"26,240",KG,SS ALGA  (MONTENEGRO),25/04/2023
"6,044",13766,                                                            ,DM.00.025,12 Hekur Periodik,"23,600",KG,METAL KOMERC LTD DOO (SIRBISTAN),25/04/2023
"6,045",13772,                                                            ,DM.00.035,16 Hekur Periodik,"32,900",KG,LARTI SHPK (A.ISAI),26/04/2023
"6,046",13773,                                                            ,DM.00.010,8 Hekur Periodik,"6,100",KG,SHIJAKU SHPK (SHSH),26/04/2023
"6,046",13773,                                                            ,DM.00.020,10 Hekur Periodik,"6,200",KG,SHIJAKU SHPK (SHSH),26/04/2023
"6,046",13773,                                                            ,EM.00.025,12 Hekur Periodik,"5,200",KG,SHIJAKU SHPK (SHSH),26/04/2023
"6,046",13773,                                                            ,EM.00.030,14 Hekur Periodik,"10,860",KG,SHIJAKU SHPK (SHSH),26/04/2023
"6,046",13773,                                                            ,EM.00.035,16 Hekur Periodik,"5,200",KG,SHIJAKU SHPK (SHSH),26/04/2023
"6,047",13774,                                                            ,DM.00.015,9 Hekur Periodik,"8,000",KG,SHIJAKU SHPK (SHSH),26/04/2023
"6,047",13774,                                                            ,DM.00.025,12 Hekur Periodik,"8,400",KG,SHIJAKU SHPK (SHSH),26/04/2023
"6,047",13774,                                                            ,DM.00.030,14 Hekur Periodik,"6,500",KG,SHIJAKU SHPK (SHSH),26/04/2023
"6,047",13774,                                                            ,DM.00.035,16 Hekur Periodik,"8,400",KG,SHIJAKU SHPK (SHSH),26/04/2023
"6,048",13775,                                                            ,EM.00.025,12 Hekur Periodik,"23,920",KG,METAL MIX SHPK ,26/04/2023
"6,049",13776,                                                            ,DM.00.010,8 Hekur Periodik,"1,020",KG,ZAGROTURIZEM SHPK,26/04/2023
"6,049",13776,                                                            ,DM.00.010,8 Hekur Periodik,"3,200",KG,ZAGROTURIZEM SHPK,26/04/2023
"6,049",13776,                                                            ,DM.00.020,10 Hekur Periodik,"2,100",KG,ZAGROTURIZEM SHPK,26/04/2023
"6,049",13776,                                                            ,EM.00.025,12 Hekur Periodik,"15,440",KG,ZAGROTURIZEM SHPK,26/04/2023
"6,049",13776,                                                            ,EM.00.035,16 Hekur Periodik,"2,600",KG,ZAGROTURIZEM SHPK,26/04/2023
"6,049",13776,                                                            ,EM.00.045,20 Hekur Periodik,"2,900",KG,ZAGROTURIZEM SHPK,26/04/2023
"6,050",13777,                                                            ,DM.00.020,10 Hekur Periodik,"22,580",KG,EURO ABI (KOSOVA),26/04/2023
"6,050",13777,                                                            ,EM.00.045,20 Hekur Periodik,"4,100",KG,EURO ABI (KOSOVA),26/04/2023
"6,051",13778,                                                            ,EM.00.030,14 Hekur Periodik,"24,020",KG,DI GIPS  BULGARIA LTD,26/04/2023
"6,052",13779,                                                            ,DM.00.020,10 Hekur Periodik,"6,200",KG,PROMET STEEL HOLDING DOOEL (Makedonya),26/04/2023
"6,052",13779,                                                            ,EM.00.025,12 Hekur Periodik,"13,560",KG,PROMET STEEL HOLDING DOOEL (Makedonya),26/04/2023
"6,052",13779,                                                            ,EM.00.045,20 Hekur Periodik,"2,000",KG,PROMET STEEL HOLDING DOOEL (Makedonya),26/04/2023
"6,053",13780,                                                            ,DM.00.020,10 Hekur Periodik,"4,200",KG,SHIJAKU SHPK (SHSH),26/04/2023
"6,053",13780,                                                            ,EM.00.025,12 Hekur Periodik,"10,800",KG,SHIJAKU SHPK (SHSH),26/04/2023
"6,053",13780,                                                            ,EM.00.030,14 Hekur Periodik,"5,200",KG,SHIJAKU SHPK (SHSH),26/04/2023
"6,053",13780,                                                            ,EM.00.045,20 Hekur Periodik,"8,600",KG,SHIJAKU SHPK (SHSH),26/04/2023
"6,053",13780,                                                            ,EM.00.050,22 Hekur Periodik,"6,000",KG,SHIJAKU SHPK (SHSH),26/04/2023
"6,054",13781,                                                            ,EM.00.035,16 Hekur Periodik,"26,980",KG,EURO ABI (KOSOVA),26/04/2023
"6,055",13782,                                                            ,EM.00.025,12 Hekur Periodik,"25,680",KG,SHPK NDERIMI(KOSOVA),26/04/2023
"6,056",13786,                                                            ,DM.00.015,9 Hekur Periodik,"29,200",KG,VAM TRADE SHPK,26/04/2023
"6,057",13787,                                                            ,DM.00.010,8 Hekur Periodik,"11,100",KG,PROMET STEEL HOLDING DOOEL (Makedonya),26/04/2023
"6,057",13787,                                                            ,EM.00.045,20 Hekur Periodik,"11,400",KG,PROMET STEEL HOLDING DOOEL (Makedonya),26/04/2023
"6,058",13788,                                                            ,DM.00.025,12 Hekur Periodik,"12,300",KG,BRODOMETALURGIJA DOO,26/04/2023
"6,058",13788,                                                            ,DM.00.030,14 Hekur Periodik,"12,260",KG,BRODOMETALURGIJA DOO,26/04/2023
"6,059",13789,                                                            ,DM.00.025,12 Hekur Periodik,"23,460",KG,METAL KOMERC LTD DOO (SIRBISTAN),26/04/2023
"6,060",13790,                                                            ,DM.00.055,25 Hekur Periodik,"10,200",KG,CEKREZI METAL SHPK,26/04/2023
"6,060",13790,                                                            ,EM.00.045,20 Hekur Periodik,"16,060",KG,CEKREZI METAL SHPK,26/04/2023
"6,061",13791,                                                            ,EM.02.100," 5,5 Hekur Katanke ","25,400",KG,EURO STEEL-MN,26/04/2023
"6,062",13792,                                                            ,DM.00.010,8 Hekur Periodik,"21,040",KG,EURO ABI (KOSOVA),26/04/2023
"6,065",13793,                                                            ,EM.00.025,12 Hekur Periodik,"36,560",KG,ERMIR SHPK (H.DEDA),26/04/2023
"6,065",13793,                                                            ,EM.00.025,12 Hekur Periodik,40,KG,ERMIR SHPK (H.DEDA),26/04/2023
"6,066",13794,                                                            ,DM.00.010,8 Hekur Periodik,"4,200",KG,SHIJAKU SHPK (SHSH),26/04/2023
"6,066",13794,                                                            ,DM.00.020,10 Hekur Periodik,"9,580",KG,SHIJAKU SHPK (SHSH),26/04/2023
"6,066",13794,                                                            ,EM.00.025,12 Hekur Periodik,"10,400",KG,SHIJAKU SHPK (SHSH),26/04/2023
"6,066",13794,                                                            ,EM.00.030,14 Hekur Periodik,"5,200",KG,SHIJAKU SHPK (SHSH),26/04/2023
"6,066",13794,                                                            ,EM.00.040,18 Hekur Periodik,"5,700",KG,SHIJAKU SHPK (SHSH),26/04/2023
"6,067",13795,                                                            ,DM.00.055,25 Hekur Periodik,"16,520",KG,SHIJAKU SHPK (SHSH),26/04/2023
"6,067",13795,                                                            ,EM.00.050,22 Hekur Periodik,"16,300",KG,SHIJAKU SHPK (SHSH),26/04/2023
"6,068",13797,                                                            ,DM.00.010,8 Hekur Periodik,"24,120",KG,GLOBAL STEEL SERVICES DOO,26/04/2023
